TaskId,ProjectId,TaskCode,TaskDiscipline,TaskType,SubTask,Name,Detail,UserIds,StartDate,TargetDate,FinishedDate,Hours,Modified,AutoLoad
5071,PRO-000-RND,RND-RDT-NEWM-05,RnD,Tools For Revit,New Model,Project Antlia | TitleBlock Manager,This tool will show a table listing the following TitleBlock parameters and users can edit in form.,"(213),(212)",2021-03-08,2021-03-12,2021-04-05,40,,06/13/2022 1:39:07 PM
5072,PRO-000-RND,RND-RDT-NEWM-06,RnD,Tools For Revit,New Model,Project Apus | Rename Sheets,"Filter Sheets by Name or Number and rename (replace, re-numbering, add suffix, prefix... ) with rules","(212),(194)",2021-03-16,2021-03-19,2021-04-05,40,,06/13/2022 1:39:07 PM
5073,PRO-000-RND,RND-RDT-NEWM-07,RnD,Tools For Revit,New Model,Project Ara | Rename Shared Parameter,Rename Shared parameter,"(212),(194)",2021-03-08,2021-03-12,2021-04-05,40,,06/13/2022 1:39:08 PM
5074,PRO-000-RND,RND-RDT-NEWM-08,RnD,Tools For Revit,New Model,Project Dorado | Rename Views,,"(212),(194)",2021-04-07,2021-04-12,2021-04-29,40,,06/13/2022 1:39:08 PM
5075,PRO-000-RND,RND-RDT-NEWM-09,RnD,Tools For Revit,New Model,Project Carina | Create Sheet From Excel,,"(194),(212)",2021-04-09,2021-04-30,2021-11-05,56,,06/13/2022 1:39:08 PM
5076,PRO-000-RND,RND-RDT-NEWM-10,RnD,Tools For Revit,New Model,Cut Dimension,"The tool can control, edit  the distance between models and Dimension.

this tool cannot be done at current APIs of Revit","(212),(194)",2021-04-14,2021-05-29,2021-06-28,16,,06/13/2022 1:39:08 PM
5077,PRO-000-RND,RND-RDT-NEWM-11,RnD,Tools For Revit,New Model,Delete Legends In Sheets,,(194),2021-04-22,2021-04-23,2021-12-02,16,,06/13/2022 1:39:08 PM
5078,PRO-000-RND,RND-RDT-NEWM-12,RnD,Tools For Revit,New Model,Project Hydra | GHCxVNC Conduit Tools,Tools to be used for conduit data transfer and renaming,"(212),(194),(213)",2021-05-10,2021-05-21,2021-06-08,0,,06/13/2022 1:39:08 PM
5079,PRO-000-RND,RND-RDT-NEWM-13,RnD,Tools For Revit,New Model,Auto Section,,"(213),(194)",2021-06-01,2021-06-11,2021-06-30,0,,06/13/2022 1:39:08 PM
5080,PRO-000-RND,RND-RDT-NEWM-14,RnD,Tools For Revit,New Model,Project Octans | Create tool For checking total pipe lengths and conduits,"Create a tool that extracts lengths from pipe fittings and pipes for scheduling purposes and checking total pipe length.

MD+ project","(194),(213),(212)",2021-06-15,2021-06-21,2021-06-24,0,,06/13/2022 1:39:08 PM
5081,PRO-000-RND,RND-RDT-NEWM-15,RnD,Tools For Revit,New Model,Project Orion,"Create a tool which will transferfer Views and Sheets from one project to another, this will help working on projects which are yet to be turned over to have a head start on working the project","(212),(194),(213)",2021-06-25,2021-07-06,2021-07-12,0,,06/13/2022 1:39:08 PM
5082,PRO-000-RND,RND-RDT-NEWM-16,RnD,Tools For Revit,New Model,Project Pavo v1,"Create Tool for Checking parameters from spread sheet against parameters in the family - This tool is for workpath project, will be later updated to be flexible to other projects","(212),(194),(213)",2021-06-29,2021-06-30,2021-06-30,0,,06/13/2022 1:39:08 PM
5083,PRO-000-RND,RND-OTH-STDM,RnD,Others,Standardize Model,Polaris Updates,Any updates in Polaris falls here,"(213),(194),(285)",2021-01-01,2021-12-31,,0,,07/15/2022 5:34:26 PM
5084,PRO-000-RND,RND-OTH-NEWM-01,RnD,Others,New Model,Encryption Tool,Create a tool to Encrypt dll file before publish on website,"(213),(194),(212)",2021-04-15,2021-05-15,2021-05-12,0,,06/13/2022 1:39:08 PM
5085,PRO-000-RND,RND-OTH-NEWM-02,RnD,Others,New Model,"Project Mensa | Technology Room - Design, model & quantify",Technology room preparation,"(212),(224),(213),(221)",2021-06-01,2021-07-16,2021-07-12,0,,06/13/2022 1:39:08 PM
5086,PRO-000-RND,RND-OTH-NEWM-03,RnD,Others,New Model,Project Saigon 3D | Create 3D print of Ho Chi Minh City,"Create 3D print of Ho Chi Minh City

changed to hold","(194),(212),(213)",2021-07-12,2021-07-30,2021-11-05,0,,06/13/2022 1:39:08 PM
5087,PRO-000-RND,RND-OTH-NEWM-04,RnD,Others,New Model,TP 2021 May - July,Prepare tools Presentation from May - July,"(194),(212),(213)",2021-07-12,2021-07-15,2021-11-05,0,,06/13/2022 1:39:08 PM
5088,PRO-000-RND,RND-OTH-NEWM-05,RnD,Others,New Model,Project Pegasus | Live Progress Bars of Projects,Study and create a working Live Progress update of projects (progress bars),"(194),(212),(213)",2021-07-12,2021-08-27,2022-01-27,0,,06/13/2022 1:39:08 PM
5089,PRO-000-RND,RND-OTH-STDM-02,RnD,Others,Standardize Model,S3 Project - Support in Forge & Revit API development,,"(212),(213),(194)",2021-12-17,2022-01-07,2022-02-11,0,,06/13/2022 1:39:08 PM
5090,PRO-000-RND,RND-RDS-NEWM-01,RnD,Software Development,New Model,Project Bootes | Videos Training Protecter,Solution to protect videos from illegal copying,"(213),(212)",2021-03-15,2021-03-27,2021-04-05,0,,06/13/2022 1:39:08 PM
5091,PRO-000-RND,RND-RDS-MDLU-01,RnD,Software Development,Model Upgrade,Project Cygnus | IT Diary Log (Version 2),Manage resources and device usage history ,"(213),(212)",2021-04-01,2021-04-08,2021-04-13,0,,06/13/2022 1:39:08 PM
5092,PRO-000-RND,RND-RDS-NEWM-02,RnD,Software Development,New Model,Rename Files,Rename Files In Folder,"(213),(212)",2021-04-13,2021-04-13,2021-04-13,6,,06/13/2022 1:39:08 PM
5093,PRO-000-RND,RND-RDS-NEWM-03,RnD,Software Development,New Model,Daily export of Polaris data,"As requested by Nhut: 
Data base need to export everyday by Polaris :

Human
Project
Task
TimeSheet
TimeSheetMonth
TimeSheetStaff
TimeSheetTask

Please help me make an automatic tool to export a JSON file everyday, at non-working time (ie before 7am)
in a same folder on our server","(194),(212),(213)",2021-05-05,2021-05-07,2021-05-07,0,,06/13/2022 1:39:08 PM
5094,PRO-000-RND,RND-RDS-STDM-01,RnD,Software Development,Standardize Model,Project Indus V2,,"(213),(212),(194)",2021-06-24,2021-07-30,2021-11-05,0,,06/13/2022 1:39:08 PM
5095,PRO-000-RND,RND-RDS-NEWM-04,RnD,Software Development,New Model,Project Scan To BIM | Novorender Updates,,"(194),(212),(213)",2021-10-04,2022-02-28,2022-01-27,0,,06/13/2022 1:39:08 PM
5096,PRO-000-RND,RND-RDS-NEWM-05,RnD,Software Development,New Model,TBF Estimate Tool,Tool for stream lining Estimation process for ASMEP systems,"(213),(194),(212)",2021-10-01,2021-11-30,2021-12-02,0,,06/13/2022 1:39:08 PM
5097,PRO-000-RND,RND-SDV-NEWM,RnD,Software Development,New Model,Indesys - Concept Stage,,"(213),(194),(212)",2022-02-18,2022-03-31,2022-06-01,0,,06/28/2022 5:37:20 PM
5098,PRO-000-RND,RND-SDV-NEWM,RnD,Software Development,New Model,bin. System concept,create concept workflows and interface,"(213),(212),(194)",2022-03-07,2022-04-30,2022-06-01,0,,06/28/2022 5:37:28 PM
5099,PRO-000-RND,RND-MOD-NEWM-01,RnD,Modelling,New Model,Atkins Sample Families,,"(212),(213),(194),(229)",2021-10-07,2021-10-18,2021-12-02,0,,06/13/2022 1:39:08 PM
5100,PRO-000-RND,RND-AST-STDM-01,RnD,AssetData,Standardize Model,VinHomes,,"(212),(213),(194)",2021-11-01,2021-11-30,2022-01-10,0,,06/13/2022 1:39:08 PM
5101,PRO-000-RND,RND-3DV-MDLU-01,RnD,3D Visualization,Model Upgrade,Office Model  Create Virtual Walkthrough ,in Twin Motion and+ Google Map,(212),2022-05-16,2022-05-27,2022-05-27,0,,06/13/2022 1:39:08 PM
5102,PRO-129-LIZD-01,OTH-MOD-NEWM-01,Others,Modelling,New Model,01.Review input drawing,,"(169),(151),(227),(226),(225),(228),(207),(223)",2021-08-23,2021-08-26,2022-03-30,0,,06/13/2022 1:39:08 PM
5103,PRO-129-LIZD-01,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,02.Arch Modeling,,"(169),(151),(227),(226),(225),(228),(207),(223),(215)",2021-08-24,2021-08-27,2022-03-30,0,,06/13/2022 1:39:08 PM
5104,PRO-129-LIZD-01,MEP-MOD-NEWM-01,MEP,Modelling,New Model,04.MEP Modeling,,"(169),(151),(227),(226),(225),(228),(207),(223),(215),(170),(219),(196)",2021-08-24,2021-08-27,2022-03-30,0,,06/13/2022 1:39:08 PM
5105,PRO-129-LIZD-01,STR-MOD-NEWM-01,Structure,Modelling,New Model,03.Structure Modeling,,"(169),(151),(227),(226),(225),(228),(207),(223),(215)",2021-08-24,2021-08-27,2022-03-30,0,,06/13/2022 1:39:08 PM
5106,PRO-129-LIZD-01,OTH-MOD-NEWM-02,Others,Modelling,New Model,05.QC,,"(169),(151),(227),(226),(225),(228),(207),(223),(215)",2021-08-24,2021-08-27,2022-03-30,0,,06/13/2022 1:39:08 PM
5107,PRO-000-TBF_DETAILS,ARC-OTH-STDM-01,Architecture,Others,Standardize Model,Standard - ARC Detail Items,,"(205),(218),(220),(223),(225),(229)",2021-12-06,2021-12-31,,0,,06/13/2022 1:39:08 PM
5108,PRO-000-TBF-STR,ARC-PJM-MGMT,Architecture,Project Management,Project Management,01. VNC Project Management,,(73),2022-01-01,2022-12-31,2022-07-28,0,,07/28/2022 4:37:22 PM
5109,PRO-000-TBF-STR,ARC-PJM-MGMT-02,Architecture,Project Management,Project Management,02. PDM Project Management,,(73),2022-01-01,2022-12-31,,0,,06/13/2022 1:39:08 PM
5110,PRO-000-TBF-STR,ARC-PJM-MGMT,Architecture,Project Management,Project Management,03. Scan to BIM Project Management,,(73),2022-03-28,2022-04-09,,0,,07/18/2022 3:34:39 PM
5111,PRO-000-TBF-STR,ARC-PJM-MGMT,Architecture,Project Management,Project Management,04. IP Project Management,,(73),2022-02-01,2022-03-31,2022-07-28,0,,07/28/2022 4:37:17 PM
5112,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01.Type E,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-04,2021-10-07,,0,,06/13/2022 1:39:08 PM
5113,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,02.Type L3,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:08 PM
5114,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,03.Type L4,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5115,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-04,Architecture,Modelling,New Model,04.Type C8,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5116,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-05,Architecture,Modelling,New Model,05.Type C9,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5117,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-06,Architecture,Modelling,New Model,06.Type J3,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5118,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-07,Architecture,Modelling,New Model,07.Type J4,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5119,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-08,Architecture,Modelling,New Model,08.Type J5,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5120,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-09,Architecture,Modelling,New Model,09.Type K2,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5121,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-10,Architecture,Modelling,New Model,10.Type K3,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5122,PRO-123-SYN-01_ST2,ARC-MOD-NEWM-11,Architecture,Modelling,New Model,11.Type K4,,"(231),(208),(190),(216),(221),(230),(234)",2021-10-05,2021-10-08,,0,,06/13/2022 1:39:09 PM
5123,PRO-123-SYN-01,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,03-MOD-Room Type-C1-C2,,"(183),(215),(208),(190),(210),(109),(176),(191),(221),(216),(224)",2021-06-26,2021-06-29,,0,,06/13/2022 1:39:09 PM
5124,PRO-123-SYN-01,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,05-Room Type -C5-C7,,"(183),(190),(176),(221),(185),(191)",2021-07-06,2021-07-09,,0,,06/13/2022 1:39:09 PM
5125,PRO-123-SYN-01,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,06-Room Type -C6,,"(183),(190),(176),(221),(191),(185),(139)",2021-07-06,2021-07-09,,0,,06/13/2022 1:39:09 PM
5126,PRO-123-SYN-01,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,07-MOD-Room Type-D,,"(183),(190),(215),(182),(210),(109),(216),(191)",2021-07-12,2021-07-15,,0,,06/13/2022 1:39:09 PM
5127,PRO-123-SYN-01,ARC-MOD-STDM-02,Architecture,Modelling,Standardize Model,08-MOD-Room -Millwork,,"(182),(169),(183),(215),(109),(210),(216)",2021-07-13,2021-07-16,,0,,06/13/2022 1:39:09 PM
5128,PRO-123-SYN-01,ARC-MOD-NEWM-04,Architecture,Modelling,New Model,09-MOD-Room Type-L,,"(183),(190),(215),(182),(210),(109),(216),(169),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5129,PRO-123-SYN-01,ARC-MOD-NEWM-05,Architecture,Modelling,New Model,10-MOD-Room Type-M,,"(183),(190),(215),(182),(210),(109),(216),(169),(221),(208)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5130,PRO-123-SYN-01,ARC-MOD-NEWM-06,Architecture,Modelling,New Model,11-MOD-Room Type-K,,"(183),(190),(215),(182),(210),(109),(216),(169),(221),(208)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5131,PRO-123-SYN-01,ARC-MOD-NEWM-07,Architecture,Modelling,New Model,12-MOD-Room Type-A,,"(183),(190),(215),(182),(210),(109),(216),(169),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5132,PRO-123-SYN-01,ARC-MOD-NEWM-08,Architecture,Modelling,New Model,13-MOD-Room Type-E,,"(183),(190),(215),(182),(210),(109),(216),(169),(208),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5133,PRO-123-SYN-01,ARC-MOD-NEWM-09,Architecture,Modelling,New Model,14-MOD-Room Type-F,,"(183),(190),(215),(182),(210),(109),(216),(169),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5134,PRO-123-SYN-01,ARC-MOD-NEWM-10,Architecture,Modelling,New Model,15-MOD-Room Type-G,,"(183),(190),(215),(182),(210),(109),(216),(169),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5135,PRO-123-SYN-01,ARC-MOD-NEWM-11,Architecture,Modelling,New Model,16-MOD-Room Type-H,,"(183),(190),(215),(182),(210),(109),(216),(208),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5136,PRO-123-SYN-01,ARC-MOD-NEWM-12,Architecture,Modelling,New Model,17-MOD-Room Type-J,,"(183),(190),(215),(182),(210),(109),(216),(169),(208),(221)",2021-07-23,2021-07-26,,0,,06/13/2022 1:39:09 PM
5137,PRO-123-SYN-01,ARC-MOD-NEWM-13,Architecture,Modelling,New Model,18-MOD-Setup Room and QC,,"(183),(190),(215),(182),(210),(216),(169),(139),(221)",2021-07-30,2021-08-02,,0,,06/13/2022 1:39:09 PM
5138,PRO-123-SYN-01,ARC-OTH-STDM-01,Architecture,Others,Standardize Model,00-Review Model/Check/Management,,"(183),(176),(190),(224),(215)",2021-06-26,2021-06-29,,0,,06/13/2022 1:39:09 PM
5139,PRO-123-SYN-01,ARC-2DD-NEWM,Architecture,2D Documentation,New Model,04-Room Type-C3-C4,,"(183),(210),(190),(221),(185),(112)",2021-06-26,2021-06-29,2022-06-29,0,,06/29/2022 4:27:26 PM
5140,PRO-123-SYN-01,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,01-2D-Podium L1,,"(190),(183),(176),(191),(221),(185),(216),(139),(182)",2021-07-06,2021-07-09,,0,,06/13/2022 1:39:09 PM
5141,PRO-123-SYN-01,ARC-2DD-NEWM-03,Architecture,2D Documentation,New Model,02-2D-Podium L2,,"(183),(190),(176),(191),(185),(221)",2021-07-06,2021-07-09,,0,,06/13/2022 1:39:09 PM
5142,PRO-123-SYN-01,ARC-2DD-NEWM-04,Architecture,2D Documentation,New Model,Week 9,,,2021-07-06,2021-07-09,,0,,06/13/2022 1:39:09 PM
5143,PRO-000-TBF_TRAINING,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,01-TBF Revit Template_Arc,,"(73),(224)",2021-03-09,2021-03-12,2021-11-29,0,,06/13/2022 1:39:09 PM
5144,PRO-000-TBF_TRAINING,STR-MOD-STDM-01,Structure,Modelling,Standardize Model,02-TBF Revit Template_Struc,,"(200),(188),(203),(112),(206)",2021-03-09,2021-03-12,2021-03-16,200,,06/13/2022 1:39:09 PM
5145,PRO-000-TBF_TRAINING,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,03-TBF Project Template,,"(169),(183),(191),(216),(208),(109)",2021-03-09,2021-03-12,,0,,06/13/2022 1:39:09 PM
5146,PRO-000-TBF_TRAINING,STR-MOD-STDM-02,Structure,Modelling,Standardize Model,04-TBF- Create Revit Families_Modular Plus (MD+),Create revit families_Modular,"(203),(112),(200),(199),(140),(206),(209),(227),(226),(185),(109),(191),(183),(169),(188)",2021-03-08,2021-03-19,,200,,06/13/2022 1:39:09 PM
5147,PRO-000-TBF_TRAINING,STR-MOD-STDM-03,Structure,Modelling,Standardize Model,05-TBF Revit Families Steel framing.,Create Revit Families Steel framing.,"(139),(140),(184),(188),(199),(203),(200),(206),(209),(112),(214)",2021-03-18,2021-03-19,2021-05-20,200,,06/13/2022 1:39:09 PM
5148,PRO-000-TBF_TRAINING,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,11-TBF STR SIMULATION FOR COORDINATION/CHECK STR,,"(183),(185)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:09 PM
5149,PRO-000-TBF_TRAINING,MEP-MOD-NEWM-01,MEP,Modelling,New Model,17. MEP Training -  Plumbing layout and modelling ,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228)",2021-05-12,2021-05-14,2021-05-21,0,,06/13/2022 1:39:09 PM
5150,PRO-000-TBF_TRAINING,MEP-MOD-STDM-01,MEP,Modelling,Standardize Model,04-TBF Revit MEP Families_Modular Plus (MD+),Create Revit MEP Families_Modular,"(196),(219)",2021-05-11,2021-05-11,,0,,06/13/2022 1:39:09 PM
5151,PRO-000-TBF_TRAINING,MEP-MOD-NEWM-02,MEP,Modelling,New Model,21. MEP Training - PDFS - 3D Model,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225)",2021-05-17,2021-05-20,2021-11-09,0,,06/13/2022 1:39:09 PM
5152,PRO-000-TBF_TRAINING,MEP-MOD-NEWM-03,MEP,Modelling,New Model,23. MEP Training - Elect - 3D Model,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228)",2021-05-17,2021-05-20,2021-11-09,0,,06/13/2022 1:39:09 PM
5153,PRO-000-TBF_TRAINING,MEP-MOD-NEWM-04,MEP,Modelling,New Model,22. MEP Training - HVAC - 3D Model,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228)",2021-05-17,2021-05-20,2021-11-09,0,,06/13/2022 1:39:09 PM
5154,PRO-000-TBF_TRAINING,MEP-MOD-NEWM-05,MEP,Modelling,New Model,Unios Family Creation for Lighting Fixtures,,"(218),(229),(205),(212),(170),(207)",2021-06-07,2021-06-18,2021-06-11,0,,06/13/2022 1:39:09 PM
5155,PRO-000-TBF_TRAINING,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,27- Arch Training for Regent Hotel and MAA2,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228),(169),(221)",2021-07-30,2021-08-02,2021-11-09,0,,06/13/2022 1:39:09 PM
5156,PRO-000-TBF_TRAINING,ARC-MOD-NEWM-04,Architecture,Modelling,New Model,28- Unios training,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228),(169),(221)",2021-08-02,2021-08-05,2021-11-09,0,,06/13/2022 1:39:09 PM
5157,PRO-000-TBF_TRAINING,ARC-MOD-NEWM-05,Architecture,Modelling,New Model,29- WWJP training,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228),(169),(221)",2021-08-25,2021-08-28,2021-11-09,0,,06/13/2022 1:39:09 PM
5158,PRO-000-TBF_TRAINING,ARC-MOD-NEWM-06,Architecture,Modelling,New Model,30. MD+ Traning,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228),(169),(221),(229)",2021-08-25,2021-08-28,2021-11-09,0,,06/13/2022 1:39:09 PM
5159,PRO-000-TBF_TRAINING,STR-MOD-NEWM-01,Structure,Modelling,New Model,31.  VNC Traing,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228),(169),(221),(229),(206)",2021-08-26,2021-08-29,2021-11-09,0,,06/13/2022 1:39:09 PM
5160,PRO-000-TBF_TRAINING,MEP-MOD-NEWM,MEP,Modelling,New Model,32. MEP Training - MD+- LP Fabset,,"(212),(218),(205),(223),(170),(225),(229)",2021-11-29,2021-12-31,2022-07-25,0,,07/25/2022 5:26:17 PM
5161,PRO-000-TBF_TRAINING,ARC-2DD-STDM-01,Architecture,2D Documentation,Standardize Model,06-TBF Training/Template for Whisky,,"(215),(169),(191),(185),(109),(208)",2021-03-09,2021-03-12,,0,,06/13/2022 1:39:09 PM
5162,PRO-000-TBF_TRAINING,MEP-2DD-NEWM-01,MEP,2D Documentation,New Model,13-TBF ICM Training for 2D Documentation,,"(155),(197),(205),(218),(220),(151),(223),(170),(196),(207),(212)",2021-04-19,2021-04-23,2021-11-09,0,,06/13/2022 1:39:09 PM
5163,PRO-000-TBF_TRAINING,MEP-2DD-NEWM-02,MEP,2D Documentation,New Model,18. MEP Training - PDFS - 2D Documentation General,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225)",2021-05-17,2021-05-20,2021-11-09,0,,06/13/2022 1:39:09 PM
5164,PRO-000-TBF_TRAINING,MEP-2DD-NEWM-03,MEP,2D Documentation,New Model,19. MEP Training - HVAC - 2D Documentation General,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228)",2021-05-17,2021-05-20,2021-11-09,0,,06/13/2022 1:39:09 PM
5165,PRO-000-TBF_TRAINING,MEP-2DD-NEWM-04,MEP,2D Documentation,New Model,20. MEP Training - Elect - 2D Documentation,,"(212),(218),(220),(205),(151),(223),(207),(219),(170),(196),(225),(228)",2021-05-17,2021-05-20,2021-11-09,0,,06/13/2022 1:39:09 PM
5166,PRO-000-TBF_TRAINING,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,25. Regent Review,,,2021-06-08,2021-06-11,,0,,06/13/2022 1:39:09 PM
5167,PRO-000-TBF_TRAINING,STR-2DD-NEWM-01,Structure,2D Documentation,New Model,LW Traning,,"(215),(225),(228)",2021-06-11,2021-06-14,,0,,06/13/2022 1:39:10 PM
5168,PRO-000-TBF_TRAINING,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,24-Apartment Unit Elevations,,"(215),(182),(208),(190),(210),(109),(216),(221)",2021-06-24,2021-06-27,,0,,06/13/2022 1:39:10 PM
5169,PRO-000-TBF_TRAINING,ARC-2DD-NEWM,Architecture,2D Documentation,New Model,25-Gym 2H-L01- Elevations,,"(215),(208),(190),(210),(182),(216),(221),(109)",2021-06-24,2021-06-27,2022-06-29,0,,06/29/2022 4:39:16 PM
5170,PRO-000-TBF_TRAINING,STR-OTH-STDM-01,Structure,Others,Standardize Model,07-TBF Naviswork_Struc,Learn about clash detection in naviswork,"(112),(139),(199),(140)",2021-03-16,2021-03-19,2021-03-18,200,,06/13/2022 1:39:10 PM
5171,PRO-000-TBF_TRAINING,ARC-OTH-NEWM-01,Architecture,Others,New Model,08-TBF Training-Review VNC Project (Drawing) and Create Checklist,,"(190),(210),(182),(215),(73),(112),(200),(139),(188)",2021-03-15,2021-04-20,2021-11-29,0,,06/13/2022 1:39:10 PM
5172,PRO-000-TBF_TRAINING,STR-OTH-STDM-02,Structure,Others,Standardize Model,09-TBF Dynamo_Struc,Learn about create tool by Dynamo,"(206),(184)",2021-03-16,2021-03-19,2021-03-18,200,,06/13/2022 1:39:10 PM
5173,PRO-000-TBF_TRAINING,ARC-OTH-MGMT-01,Architecture,Others,Project Management,12-TBF ID Project Report,,"(221),(192)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:10 PM
5174,PRO-000-TBF_TRAINING,MEP-OTH-MDLU-01,MEP,Others,Model Upgrade,14-VNC MEP Model Familiarization and Improvement,,"(151),(225),(219),(196),(223),(198),(187),(155),(218),(205),(220),(197),(207),(170)",2021-04-20,2021-04-23,2021-07-06,144,,06/13/2022 1:39:10 PM
5175,PRO-000-TBF_TRAINING,OTH-OTH-NEWM-01,Others,Others,New Model,15-TBF Training 4D and 5D Process,Research and Develop workflow for 4D and 5D ,"(203),(199),(140),(206),(209)",2021-04-20,2021-04-23,2021-04-28,200,,06/13/2022 1:39:10 PM
5176,PRO-000-TBF_TRAINING,ARC-OTH-NEWM-02,Architecture,Others,New Model,VNC Training,,,2021-04-22,2021-04-25,,0,,06/13/2022 1:39:10 PM
5177,PRO-000-TBF_TRAINING,ARC-OTH-STDM-01,Architecture,Others,Standardize Model,02-TBF VNC Traning,,"(73),(224),(215),(169),(183),(185),(109),(191),(176),(208)",2021-04-22,2021-04-25,2021-11-29,0,,06/13/2022 1:39:10 PM
5178,PRO-000-TBF_TRAINING,ARC-OTH-NEWM-03,Architecture,Others,New Model,00-TBF BASON REVIEW,,"(183),(215),(218),(176),(109),(224),(208),(191),(185),(169)",2021-04-28,2021-05-01,,0,,06/13/2022 1:39:10 PM
5179,PRO-000-TBF_TRAINING,OTH-OTH-NEWM-02,Others,Others,New Model,16-TBF training - Create company standard,,"(206),(209),(188),(73),(226)",2021-05-03,2021-05-07,2021-11-29,0,,06/13/2022 1:39:10 PM
5180,PRO-000-TBF_TRAINING,ARC-OTH-NEWM,Architecture,Others,New Model,03-LW Review,,"(185),(210),(208),(224),(182),(109)",2021-05-11,2021-05-14,2022-06-29,0,,06/29/2022 4:39:12 PM
5181,PRO-000-TBF_TRAINING,OTH-OTH-NEWM-03,Others,Others,New Model,24. TBF - MD+ - Review input data and estimate timeline,,"(224),(169),(185),(73),(188),(221)",2021-05-24,2021-05-28,2021-11-29,0,,06/13/2022 1:39:10 PM
5182,PRO-000-TBF_TRAINING,ARC-OTH-NEWM,Architecture,Others,New Model,11-Regent HK Review,,"(176),(183),(190),(182),(210),(208)",2021-05-31,2021-06-03,2022-06-29,0,,06/29/2022 4:39:07 PM
5183,PRO-000-TBF_TRAINING,ARC-OTH-STDM-02,Architecture,Others,Standardize Model,STR Team - VNC Project training,,"(259),(260)",2022-04-04,2022-04-08,,0,,06/13/2022 1:39:10 PM
